ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
809,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner Re-inkjet 71 Stores on Aug 21,Cockpit,QT21070042,BU1A,Booth & Roadshow,5-15 Aug 2021,, 100.00 , 41.14 ," 212,465.00 "," 125,047.00 "," 87,418.00 ",,
810,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cokpit Re inkjet at Cockpit Makro ladprao on Aug 21,Cockpit,QT21080028,BU1A,Booth & Roadshow,31 Aug 21,, 100.00 , 55.33 ," 5,115.00 "," 2,285.00 "," 2,830.00 ",,
811,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner Car Parade  10 store  Aug 21,Cockpit,QT21080011,BU1A,Booth & Roadshow,26-28 Aug 2021,, 100.00 , 43.37 ," 91,300.00 "," 51,701.90 "," 39,598.10 ",,
812,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner_ Car Parade at Pitsanulok (Sep 21),Cockpit,QT21090032,BU1A,Booth & Roadshow,24-26 Sep 21,, 100.00 , 48.56 ," 19,800.00 "," 10,185.10 "," 9,614.90 ",,
813,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner_ Car Parade 21 Stores (Sep 21),Cockpit,QT21090028,BU1A,Booth & Roadshow,23-25 Sep 21,, 100.00 , 40.26 ," 200,200.00 "," 119,603.85 "," 80,596.15 ",,
814,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner รถแห่ 14 สาขา (Additional),Cockpit,QT21040030,BU1A,Booth & Roadshow,April - May 21,, 100.00 , 46.86 ," 152,900.00 "," 81,248.96 "," 71,651.04 ",,
815,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner รถแห่ 15 สาขา (May),Cockpit,QT21040023,BU1A,Booth & Roadshow,April - May 21,, 100.00 , 60.80 ," 234,300.00 "," 91,855.21 "," 142,444.79 ",,
816,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner Re-inkjet CP Huahin and Mantanance CP Chonburi  (QT21090031),Cockpit,QT21090031,BU1A,Booth & Roadshow,4 Oct 21,, 100.00 , 40.87 ," 13,640.00 "," 8,065.63 "," 5,574.37 ",,
817,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner Banner at Cockpit Makro Ladprao (Oct 21) (QT21090059),Cockpit,QT21090059,BU1A,Booth & Roadshow,6 Oct 21,, 100.00 , 63.62 ," 7,700.00 "," 2,801.04 "," 4,898.96 ",,
818,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner Re-inkjet CP Salaya (Oct 21) (QT21090073),Cockpit,QT21090073,BU1A,Booth & Roadshow,15 Oct 21,, 100.00 , 40.64 ," 8,250.00 "," 4,896.88 "," 3,353.12 ",,
819,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- Booth Activity at Big C Kalapapruek (QT21100017),Cockpit,QT21100017,BU1A,Booth & Roadshow,16-17 Oct 21,, 100.00 , 29.28 ," 17,484.50 "," 12,365.63 "," 5,118.87 ",,
820,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner car parade at khonkean ,Cockpit,QT21100038,BU1A,Booth & Roadshow,31/10/2021,, 100.00 , 48.05 ," 23,100.00 "," 12,000.00 "," 11,100.00 ",,
821,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit owner Re inkjet 71 stores on Nov 21,Cockpit,QT21100033,BU1A,Booth & Roadshow,11 Nov 21,, 100.00 , 41.45 ," 212,465.00 "," 124,395.24 "," 88,069.76 ",,
822,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- Activity Support at  Big C Sukhapiban 5,Cockpit,QT21110001,BU1A,Booth & Roadshow,6-7 Nov 21,, 100.00 , 24.17 ," 17,820.00 "," 13,513.12 "," 4,306.88 ",,
823,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Booth Production,Cockpit,QT21110023,BU1A,Booth & Roadshow,30 Nov 21,, 100.00 , 52.58 ," 67,980.00 "," 32,235.00 "," 35,745.00 ",,
824,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- Booth at  Big C Bangbon (Nov 21),Cockpit,QT21110019,BU1A,Booth & Roadshow,26-28 Nov 21,, 100.00 , 17.54 ," 25,774.10 "," 21,254.46 "," 4,519.64 ",,
825,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner _ Banner at Big C Phuket,Cockpit,QT21110051,BU1A,Booth & Roadshow,3 Dec 21,, 100.00 , 45.42 ," 22,220.00 "," 12,128.75 "," 10,091.25 ",,
826,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner รถแห่ 5 สาขา (July 2021),Cockpit,QT21060067,BU1A,Booth & Roadshow,22-24 Dec 21,, 100.00 , 75.09 ," 88,000.00 "," 21,920.00 "," 66,080.00 ",,
827,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- 6 Cars Parade (Dec 21),Cockpit,QT21120014,BU1A,Booth & Roadshow,22-24 Dec 21,, 100.00 , 39.11 ," 55,000.00 "," 33,487.50 "," 21,512.50 ",,
828,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Thailand,Cockpit Owner- Trooper Car for Cockpit Theparak KM2,Cockpit,QT21070006,BU1A,Booth & Roadshow,15 Dec 21,, 100.00 , 71.64 ," 64,700.00 "," 18,351.25 "," 46,348.75 ",,
830,บริษัท บี เทรดดิ้ง จำกัด,Thailand,Singha & Purra Cefe Sale Penetration,Singa & Purra,QT21100019.1,BU1A,Booth & Roadshow,7 Nov - 6 Dec 21,, 100.00 , 42.34 ," 497,450.00 "," 286,816.94 "," 210,633.06 ",,
831,บริษัท บี เทรดดิ้ง จำกัด,Thailand,Singha & Purra Cefe Sale Penetration,Singa & Purra,QT21100019.2,BU1A,Booth & Roadshow,7-30 Dec 21 - Jan 22,, 84.00 , 4.97 ," 181,580.07 "," 172,555.10 "," 9,024.97 ",,
832,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol Lite Sugar at TT 21 Stoes  1 month (QT21010026),Mitr Phol,QT21010026,BU2,PG & BA,Jan - Feb 21,, 100.00 , 38.96 ," 536,635.00 "," 327,565.72 "," 209,069.28 ",,
833,บริษัท น้ำตาล จำกัด,Thailand,INCENTIVE FOR PC AT MAKRO (QT21010070),Mitr Phol,QT21010070,BU2,PG & BA,1 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
834,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol at Makro 1 month,Mitr Phol,QT21010091,BU2,PG & BA,Feb- Aug  21,, 100.00 , 40.54 ," 487,824.07 "," 290,039.40 "," 197,784.67 ",,
835,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol Lite Sugar at GT 65 Stores (Fri-Sun)1 (QT20110008),Mitr Phol,QT20110008,BU2,PG & BA,13 Nov 20- Feb 21,, 100.00 , 96.67 ," 179,918.88 "," 6,000.00 "," 173,918.88 ",,
836,บริษัท น้ำตาล จำกัด,Thailand,Swap Test Covid 19,Mitr Phol,QT21010103,BU2,PG & BA,Feb- April  21,, 100.00 , 9.09 ," 2,750.00 "," 2,500.00 ", 250.00 ,,
837,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol Lite Sugar at Big C 60 Stores (QT20110223),Mitr Phol,QT20110223,BU2,PG & BA,Mar - Aug 21,, 100.00 , 42.51 ," 409,609.65 "," 235,478.36 "," 174,131.29 ",,
838,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol at Chibuya Building (QT21030008),Mitr Phol,QT21030008,BU2,PG & BA,8 Mar 21,, 100.00 , 65.43 ," 2,750.00 ", 950.61 ," 1,799.39 ",,
839,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol at TT 52 Stores (QT21020056),Mitr Phol,QT21020056,BU2,PG & BA,5-29 Mar 2021,, 100.00 , 47.56 ," 550,313.50 "," 288,570.57 "," 261,742.93 ",,
840,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol at Central Bangna,Mitr Phol,QT21030096,BU2,PG & BA,on Mar 2021,, 100.00 , 63.64 ," 2,970.00 "," 1,079.97 "," 1,890.03 ",,
841,บริษัท น้ำตาล จำกัด,Thailand,pC Mitr phol Syrub ส.ทวีภัณฑ์,Mitr Phol,QT21040041,BU2,PG & BA,30 April - 2 May 21,, 100.00 , 70.52 ," 6,105.00 "," 1,800.00 "," 4,305.00 ",,
842,บริษัท น้ำตาล จำกัด,Thailand,PG  Mitr Phol Syrup at TT,Mitr Phol,QT21050046,BU2,PG & BA,"28-30 May ,4-6,25-26 June 21",, 100.00 , 65.09 ," 186,494.00 "," 65,108.57 "," 121,385.43 ",,
843,บริษัท น้ำตาล จำกัด,Thailand,Allocate and Installation POSM,Mitr Phol,QT21050056,BU2,PG & BA,28 May 21,, 0.00 , 100.00 ," 2,783.00 ", 0.00 ," 2,783.00 ",,
844,บริษัท พี เฮลธ์ (ไทยแลนด์) จำกัด,Thailand,DG Baby Best Buy2021 ครั้งที่ 39 opeartion ,DG,QT20120067,BU1A,Booth & Roadshow,April - Dec 21,งาน Cancel,,, 0.00 , 0.00 , 0.00 ,,
845,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandising share Services,Mitr Phol,QT21070029,BU1B,Merchadiser& Ro,Aug - Oct 21,,, 0.00 , 0.00 ,,,,
846,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandising share Services,Mitr Phol,QT21070029.1,BU1B,Merchadiser& Ro,July - Aug 21,, 100.00 , 53.74 ," 97,251.00 "," 44,984.51 "," 52,266.49 ",,
847,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandising share Services,Mitr Phol,QT21070029.2,BU1B,Merchadiser& Ro,1-30 Sep 21,, 100.00 , 58.00 ," 89,584.00 "," 37,622.13 "," 51,961.87 ",,
848,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandising Share Services   ,Mitr Phol,QT21070029.3,BU1B,Merchadiser& Ro,Oct 21- Jan 22,ทำชด, 20.79 , 8.69 ," 71,305.62 "," 65,107.64 "," 6,197.98 ",,
849,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol Syrup  at TT 10 store,Mitr Phol,QT21090007,BU2,PG & BA,"16 Sep - 31 Oct, Dec 21",, 100.00 , 47.38 ," 232,375.00 "," 122,273.35 "," 110,101.65 ",,
850,บริษัท น้ำตาล จำกัด,Thailand,Additional Transportation For Necktag (Mitrphol) ,Mitr Phol,QT21080050,BU2,Merchadiser& Ro,30 Sep 21,, 100.00 , 49.40 ," 8,866.00 "," 4,486.00 "," 4,380.00 ",,
851,บริษัท น้ำตาล จำกัด,Thailand,Additional PC Mitr Phol ร้านศรีธิคำ,Mitr Phol,QT21100048,BU2,PG & BA,31 Oct - 2 Nov 21,, 100.00 , 47.21 ," 3,410.00 "," 1,800.00 "," 1,610.00 ",,
853,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandisng share Service at TT,Mitr Phol,QT21090035.1,BU1B,Merchadiser& Ro,1-30 Nov 21,ติตลบ O3, 100.00 , (5.22)," 55,319.00 "," 58,208.32 "," (2,889.32)",,
854,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandisng share Service at TT,Mitr Phol,QT21090035.2,BU1B,Merchadiser& Ro,1-31 Dec 21,, 100.00 , (1.54)," 55,506.00 "," 56,360.23 ", (854.23),,
855,บริษัท น้ำตาล จำกัด,Thailand,Mitr Phol Merchandisier share services at TT ,Mitr Phol,QT21090035.3,BU1B,Merchadiser& Ro,Dec 21- Jan 22,, 2.00 , 16.28 ," 2,181.54 "," 1,826.48 ", 355.06 ,,
856,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr phol Syrup (Continue),Mitr Phol,QT21090050,BU2,PG & BA,1 Nov - 5 Dec 21,, 100.00 , 19.15 ," 73,260.00 "," 59,227.75 "," 14,032.25 ",,
857,บริษัท น้ำตาล จำกัด,Thailand,PC Mitr Phol syrup 3 stores,Mitr Phol,QT21120033,BU2,PG & BA,23 Dec 21-27 Feb 22,, 66.67 , 53.58 ," 3,231.29 "," 1,500.00 "," 1,731.29 ",,
858,บริษัท แปรงสีฟัน จำกัด,Thailand,PG Victory  60 stores 2021,Victory,QT20110031,BU2,PG & BA,Mar - April 21,, 100.00 , 51.12 ," 629,856.00 "," 307,878.49 "," 321,977.51 ",,
859,บริษัท แปรงสีฟัน จำกัด,Thailand,PG Victory 2021 Nov,Victory,QT20110031.9,BU2,PG & BA,21 Nov 24,, 100.00 , 50.48 ," 177,618.00 "," 87,951.51 "," 89,666.49 ",,
860,บริษัท แปรงสีฟัน จำกัด,Thailand,PG Victory 2021  Dec 21,Victory,QT20110031.10,BU2,PG & BA,3-26 Dec 21 - Jan 22,, 70.55 , 23.50 ," 212,125.14 "," 162,284.80 "," 49,840.34 ",,
861,บริษัท แปรงสีฟัน จำกัด,Thailand,Medical Covid Certificate for PG Victory 2021 (Nov),Victory,QT21100070,BU2,PG & BA,21 Nov 24,, 105.06 , 88.42 ," 35,880.00 "," 4,156.00 "," 31,724.00 ",,
862,บริษัท  ธรรมชาติ  จำกัด,Thailand,PG Khaokho Talaypu UPC 10 Stores March (QT20120018.1),Khaokho Talaypu,QT20120018,BU2,PG & BA,Mar - Dec 21,, 100.00 , 48.96 ," 200,000.00 "," 102,078.41 "," 97,921.59 ",,
864,บริษัท  ธรรมชาติ  จำกัด,Thailand,PG  Khaolho Talaypu UPC 10 store,Khaokho Talaypu,QT20120018.3,BU2,PG & BA,"3-27  Dec 21 ,7-17 Jan 22",, 50.90 , 25.18 ," 66,163.84 "," 49,502.26 "," 16,661.58 ",,
865,บริษัท ฟู้ด  ยูไนเต็ด จำกัด,Thailand,PG Cheer Festive Thai Drink (NPD),Thai Drink,QT21110053,BU2,PG & BA,16 Dec 21 - 4 Jan 22,, 54.05 , 26.11 ," 127,697.94 "," 94,361.52 "," 33,336.42 ",,
866,บริษัท  ธรรมชาติ  จำกัด,Thailand,Khaokho Talaypu ค่าตรวจโควิท,Khaokho Talaypu,QT21100074,BU2,PG & BA,Nov-Dec 21,, 4.27 , 97.85 ," 10,350.00 ", 223.00 ," 10,127.00 ",,
867,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),Thailand,Taro Distribution Project ,Taro,QT21060015,BU1A,Booth & Roadshow,Aug - Nov 21,,, 0.00 , 0.00 ,,,,
868,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),Thailand,Taro Distribution Project ,Taro,QT21060015.1,BU1A,Booth & Roadshow,24 Aug - 23 Sep 21,, 100.00 , 44.46 ," 339,970.00 "," 188,804.66 "," 151,165.34 ",,
869,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),Thailand,Taro Distribution Project ,Taro,QT21060015.2,BU1A,Booth & Roadshow,24 Sep - 23 Oct 21,, 100.00 , 30.34 ," 240,200.00 "," 167,333.17 "," 72,866.83 ",,
870,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),Thailand,Taro Distribution Project ,Taro,QT21060015.3,BU1A,Booth & Roadshow,24 Oct - 23 Nov 21,, 100.00 , 28.24 ," 255,160.00 "," 183,091.33 "," 72,068.67 ",,
871,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG commission Dec 2020 ,Vape One Push,1912-FML-039,BU2,PG & BA,20 Dec 24,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
872,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push  36 Store,Vape One Push,QT20120027,BU2,PG & BA,9 Jan - 18 April 21,, 100.00 , 32.96 ," 894,154.25 "," 599,477.64 "," 294,676.61 ",,
873,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push  36 Store,Vape One Push,QT20120027.5,BU2,PG & BA,24 April - 23 May 21,, 100.00 , 24.50 ," 308,040.00 "," 232,557.05 "," 75,482.95 ",,
874,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push  36 Store,Vape One Push,QT20120027.6,BU2,PG & BA,29 May - 20 June 21,, 100.00 , 27.13 ," 246,432.00 "," 179,574.44 "," 66,857.56 ",,
875,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push  36 Store Jul 2021,Vape one push,QT20120027.7,BU2,PG & BA,21 Jul 24,, 100.00 , 23.22 ," 275,240.00 "," 211,331.16 "," 63,908.84 ",,
876,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push 36 stores Aug 2021,Vape one push,QT20120027.8,BU2,PG & BA,1 Aug 21,, 100.00 , 24.28 ," 46,483.00 "," 35,195.64 "," 11,287.36 ",,
877,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push  36 Store Oct 2021 ,Vape one push,QT20120027.10,BU2,PG & BA,"1,2,3,9,10,16,17,23,24 Oct 21",, 100.00 , 24.79 ," 233,021.00 "," 175,266.66 "," 57,754.34 ",,
878,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push 36 stores on Nov 21,Vape one push,QT20120027.11,BU2,PG & BA,"30,31 Oct ,6,7,13,14,20,21 Nov 21",, 100.00 , 26.68 ," 205,448.00 "," 150,625.66 "," 54,822.34 ",,
879,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push 36 stores ,Vape one Push,QT20120027.12,BU2,PG & BA," Nov -Dec  21,Jan 22",, 83.78 , 11.67 ," 230,232.25 "," 203,360.08 "," 26,872.17 ",,
880,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on Feb 2021,Vape One Push,QT21030100,BU2,PG & BA,on Feb 21,, 100.00 , 14.72 ," 11,896.75 "," 10,145.00 "," 1,751.75 ",,
881,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on Mar 2021,Vape One Push,QT21040016,BU2,PG & BA,on Mar 21,, 100.00 , 7.75 ," 15,392.75 "," 14,200.00 "," 1,192.75 ",,
882,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on Apirl 2021,Vape One Push,QT21050055,BU2,PG & BA,on April 21,, 100.00 , 16.88 ," 10,198.55 "," 8,476.98 "," 1,721.57 ",,
883,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on May 2021,Vape One Push,QT21060033,BU2,PG & BA,on May 21,, 100.00 , 17.62 ," 33,867.50 "," 27,900.00 "," 5,967.50 ",,
884,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on June 2021,Vape one push,QT21070013,BU2,PG & BA,on June 21,, 100.00 , 13.04 ," 21,792.50 "," 18,950.00 "," 2,842.50 ",,
885,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG commission July 2021,Vape one push,QT21080014,BU2,PG & BA,1 Jul 21,, 100.00 , 15.29 ," 31,165.00 "," 26,400.00 "," 4,765.00 ",,
886,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape One Push Additional (QT21100013),Vape one push,QT21100013,BU2,PG & BA,1 Oct 21,, 100.00 , 28.68 ," 5,117.50 "," 3,650.00 "," 1,467.50 ",,
887,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG commission October 2021,Vape one Push,QT21110045,BU2,PG & BA,21 Oct 24,, 100.00 , 23.28 ," 33,718.00 "," 25,870.00 "," 7,848.00 ",,
888,บริษัท เอฟเอ็ม จำกัด,Thailand, Vape one push PG commission November 2021,Vape one push,QT21120035,BU2,PG & BA,1-30 Nov 21,, 100.00 , 13.04 ," 14,202.50 "," 12,350.00 "," 1,852.50 ",,
889,บริษัท เอฟเอ็ม จำกัด,Thailand,Vape one push PG Commission on Dec  2021,Vape one push,QT22010019,BU2,PG & BA,1-31 Dec 21,, 164.78 , 13.04 ," 23,402.50 "," 20,350.00 "," 3,052.50 ",,
890,บริษัท น้ำผลไม้ จำกัด,Thailand,Malee Merchandiser & CVS ,Malee,QT21060070,BU2,Merchadiser& Ro,Sep 21 - Aug 22,, 0.00 ,, 0.00 ,, 0.00 ,,
891,บริษัท น้ำผลไม้ จำกัด,Thailand,Malee Merchandiser & CVS 1-15 Sep + One time charge,Malee,QT21060070.1,BU2,Merchadiser& Ro,1-31 Aug 21,, 100.00 , 24.18 ," 1,014,900.67 "," 769,540.88 "," 245,359.79 ",,
892,บริษัท น้ำผลไม้ จำกัด,Thailand,Malee Merchandiser & CVS 1-15 Sep (ประกันชีวิต),Malee,QT21060070.1,BU2,Merchadiser& Ro,Oct 21 - Aug 22,ค่าประกันรับรู้รายได้เป็นเดือน, 27.02 , 33.78 ," 44,520.00 "," 29,481.19 "," 15,038.81 ",,
893,บริษัท น้ำผลไม้ จำกัด,Thailand,Malee Merchandiser & CVS incentive on sep 21,Malee,QT21060070.2,BU2,Merchadiser& Ro,1-30 Sep 21,, 100.00 , 4.12 ," 173,363.00 "," 166,214.38 "," 7,148.62 ",,
