ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
1121,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.12,Sappe Merchandiser BKK & GBKK 16 May - 15 June 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-05-22,15-06-22,2022,Patcharaporn Ketudom,Q2,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 696,630.00 ",,,,,,,
1122,BU 2,101,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21030098.13,Sappe Merchandiser BKK & GBKK 16 - 30 June 22,บริษัท เปเป้ จำกัด (มหาชน),Approved,16-06-22,30-06-22,2022,Patcharaporn Ketudom,Q2,,,New,Sappe, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,เครื่องดื่ม,18-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 367,015.00 ",,,,,,,
1123,BU 2,102,4,Cancelled,PG & BA,QT21030112,Leaflet A5(14.8*21.0CM) หน้า-หลัง,บริษัท น้ำตาล จำกัด,Cancelled,01-04-21,30-04-21,2021,Patcharaporn Ketudom,Q2,,,New,Mitr Phol, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,23-03-21,Ketudom,31-03-21,,,,,,,,,,,,," 136,400.00 ",,,,,,,
1124,BU 2,103,4,Cancelled,PG & BA,QT21030115,ค่าผลิต Leaflet และ สติ๊กเกอร์,บริษัท น้ำตาล จำกัด,Cancelled,01-04-21,30-04-21,2021,Patcharaporn Ketudom,Q2,,,,Mitr Phol, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,24-03-21,Ketudom,19-04-21,,,,,,,,,,,,," 320,000.00 ",,,,,,,
1125,BU 2,104,4,Cancelled,PG & BA,QT21030130,PG Parrot,BJ Public Company Limited,Cancelled,01-05-21,05-09-21,2021,Patcharaporn Ketudom,Q2,,,Existing,Parrot, 0.00 ,,Ketudom,,26-03-21,Ketudom,28-04-21,,,,,,,,,,,,," 921,250.00 ",,,,,,,
1126,BU 2,605,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21040014,Tasto PC Songkran Day,BJ Public Company Limited,Awarded & Waiting PO ,10-04-21,15-04-21,2021,Patcharaporn Ketudom,Q2,33702021,Tasto PC Songkran Day,Existing,Tasto," 206,343.88 ",อาหารและเครื่องดื่ม,Chayapa,อาหาร,08-04-21,Chayapa,28-04-21,,,," 251,130.00 ",,,,,,,,," 251,130.00 ",,,,,,,
1127,BU 2,105,5,Cancelled,Merchadiser& Ro,QT21040018,Merchandiser Champion 1 month,บริษัท อุตสาหกรรม จำกัด,Cancelled,19-04-21,18-05-21,2021,Patcharaporn Ketudom,Q2,,,,Champion, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Ketudom,ถุงขยะ,12-04-21,Ketudom,19-04-21,,,,,,,,,,,,," 24,000.00 ",,,,,,,
1128,BU 2,2,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21040022,PC SINO GRAND SALE & ROADSHOW,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,05-05-21,31-05-21,2021,Patcharaporn Ketudom,Q2,36602021,,Existing,Sino," 377,850.00 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,19-04-21,SAEHARN,18-05-21,,,, 150.89 ," 493,639.11 ",,,,,,,," 457,890.00 ",,,,,,,
1129,BU 2,3,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21040022.1,PC SINO GRAND SALE & ROADSHOW In june,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,01-06-21,29-06-21,2021,Patcharaporn Ketudom,Q2,37302021,,,Sino," 374,250.00 ",อาหารและเครื่องดื่ม,JIRAPIN,อาหาร,04-05-21,JIRAPIN,05-05-21,,,,,," 467,996.25 ",,,,,,," 503,896.25 ",,,,,,,
1130,BU 2,107,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21040041,PC Mitr Phol Syrub ส.ทวีภัณฑ์,บริษัท น้ำตาล จำกัด,Approved,30-04-21,02-05-21,2021,Patcharaporn Ketudom,Q2,36402021,PC Mitr Phol Syrub ส.ทวีภัณฑ์,,Mitr Phol," 3,950.00 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,27-04-21,Ketudom,04-05-21,,,, 927.34 ," 5,177.66 ",,,,,,,," 6,105.00 ",,,,,,,
1131,BU 2,109,4,Cancelled,PG & BA,QT2104006,PC Mitr Phol Syrub at TT 40  Stores,บริษัท น้ำตาล จำกัด,Cancelled,01-06-21,30-06-21,2021,Patcharaporn Ketudom,Q2,,,New,Mitr Phol, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,06-04-21,Ketudom,28-04-21,,,,,,,,,,,,," 349,182.90 ",,,,,,,
1132,BU 2,,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050024,Downy FE BA 53 Stores [July - Dec 2021], Trading (Thailand) Ltd.,Approved,01-07-21,31-01-22,2021,Patcharaporn Ketudom,Q3,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,Chayapa,น้ำยาปรับผ้านุ่ม,08-05-21,NATTANICH,19-07-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1133,BU 2,,4,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,PG & BA,QT21050024.0,Downy FE BA 53 Stores (One time charge), Trading (Thailand) Ltd.,Approved,01-10-21,31-10-21,2021,Patcharaporn Ketudom,Q4,48602021,Downy FE BA 53 Stores (One time charge),Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,26-06-21,NATTANICH,19-07-21,,,,,,,,,," 615,100.00 ",,," 615,100.00 ",,,,,,,
1134,BU 2,,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050024.1,Downy FE BA 53 Stores July21, Trading (Thailand) Ltd.,Approved,01-07-21,31-07-21,2021,Patcharaporn Ketudom,Q3,48702021,Downy FE BA 53 Stores July21,Existing,Downy," 913,500.00 ",ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,26-06-21,NATTANICH,19-07-21,,,,,,," 1,063,483.33 ",,,,,," 1,063,483.33 ",,,,,,,
1135,BU 2,,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050024.2,Downy FE BA 53 Stores August21, Trading (Thailand) Ltd.,Approved,01-08-21,31-08-21,2021,Patcharaporn Ketudom,Q3,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,," 1,063,483.33 ",,,,," 1,063,483.33 ",,,,,,,
1136,BU 2,,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050024.3,Downy FE BA 53 Stores September21, Trading (Thailand) Ltd.,Approved,01-09-21,30-09-21,2021,Patcharaporn Ketudom,Q3,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,NATTANICH,18-07-21,,,,,,,,," 1,063,483.33 ",,,," 1,063,483.33 ",,,,,,,
1137,BU 2,,4,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,PG & BA,QT21050024.4,Downy FE BA 19 Stores Nov 21, Trading (Thailand) Ltd.,Approved,01-11-21,30-11-21,2021,Patcharaporn Ketudom,Q4,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,," 381,248.74 ",," 381,248.74 ",,,,,,,
1138,BU 2,,4,IC. APPROVED & AWAITING  PROCESS PROJECTS,PG & BA,QT21050024.5,Downy FE BA 19 Stores Dec 21, Trading (Thailand) Ltd.,Approved,01-12-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,,," 381,248.74 "," 381,248.74 ",,,,,,,
1139,BU 2,,4,IC. APPROVED & AWAITING  PROCESS PROJECTS,PG & BA,QT21050024.6,Downy FE BA 19 Stores Jan 22, Trading (Thailand) Ltd.,Approved,01-01-22,31-01-22,2022,Patcharaporn Ketudom,Q1,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,,,," 381,248.74 ",,,,,,,
1140,BU 2,,4,IC. APPROVED & AWAITING  PROCESS PROJECTS,PG & BA,QT21050024.7,Downy FE 34 Stores (Lotus & Big C) on Feb 22, Trading (Thailand) Ltd.,Approved,01-02-22,28-02-22,2022,Patcharaporn Ketudom,Q1,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,,,," 645,483.34 ",,,,,,,
1141,BU 2,,4,IC. APPROVED & AWAITING  PROCESS PROJECTS,PG & BA,QT21050024.8,Downy FE 34 Stores (Lotus & Big C) on Mar 22, Trading (Thailand) Ltd.,Approved,01-03-22,31-03-22,2022,Patcharaporn Ketudom,Q1,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,,,," 645,483.34 ",,,,,,,
1142,BU 2,,4,IC. APPROVED & AWAITING  PROCESS PROJECTS,PG & BA,QT21050024.9,Downy FE BA 53 Stores (KPI), Trading (Thailand) Ltd.,Approved,01-12-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,,Existing,Downy, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,18-07-21,,,,,,,,,,,,,," 209,880.00 "," 209,880.00 ",,,,,,,
1143,BU 2,,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050046,PC Mitr Phol Syrup at TT,บริษัท น้ำตาล จำกัด,Approved,28-05-21,27-06-21,2021,Patcharaporn Ketudom,Q2,41402021,PC Mitr Phol Syrup at TT,New,Mitr Phol," 118,755.62 ",อาหารและเครื่องดื่ม,Ketudom,อาหาร,18-05-21,MANIS,11-07-21,,,,," 35,837.45 "," 61,176.14 "," 89,480.41 ",,,,,," 186,494.00 ",,,,,,,
1144,BU 2,6,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050054,Additional PC Sino Mini Eent,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,28-05-21,08-06-21,2021,Patcharaporn Ketudom,Q2,,,,Sino, 0.00 ,อาหารและเครื่องดื่ม,Ketudom,อาหาร,18-05-21,Ketudom,,,,,," 7,332.98 "," 6,087.02 ",,,,,,," 13,420.00 ",,,,,,,
1145,BU 2,5,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050056,Allocate and Installation POSM,บริษัท น้ำตาล จำกัด,Approved,28-05-21,31-05-21,2021,Patcharaporn Ketudom,Q2,44336,,,Mitr Phol,,อาหารและเครื่องดื่ม,,อาหาร,,Ketudom,20-05-21,,,,," 2,783.00 ",,,,,,,," 2,783.00 ",,,,,,,
1146,BU 1.2,,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060028,Mandom CVS Commission Hanging GATSBY Body Wipe,MC (Thailand) Limited.,Approved,24-04-21,23-05-21,2021,Patcharaporn Ketudom,Q2,46402021,Mandom CVS Commission Hanging GATSBY Body Wipe,CVS BKK,Gatsby, 550.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,NATTANICH,จัดแต่งทรงผม,09-06-21,NATTANICH,16-06-21,,,,,, 605.00 ,,,,,,, 605.00 ,,,,,,,
1147,BU 2,7,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060035,PC Sino Roadshow Maccromic & Samyang,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,30-06-21,27-07-21,2021,Patcharaporn Ketudom,Q2,,PC Sino Roadshow Maccromic & Samyang,,Sino,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,," 18,850.00 "," 316,595.00 ",,,,,," 335,445.00 ",,,,,,,
1148,BU 2,7,5,Cancelled,PG & BA,QT21060047,PC Mitr Phol Syrup additional TT,บริษัท น้ำตาล จำกัด,Cancelled,02-07-21,04-07-21,2021,Patcharaporn Ketudom,Q3,,PC Mitr Phol Syrup additional TT,,Mitr Phol,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,," 9,020.00 ",,,,,," 9,020.00 ",,,,,,,
1149,BU 2,7,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21060052,Merchndiser CVS Lolane (NOV),บริษัท เอส บิวตี้ จำกัด,Awarded & Waiting PO ,01-11-21,30-11-21,2021,Patcharaporn Ketudom,Q4,,Merchndiser CVS Lolane,,Lolane,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,," 621,728.33 ",," 621,728.33 ",,,,,,,
1150,BU 2,7,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21060052,Merchndiser CVS Lolane (Dec),บริษัท เอส บิวตี้ จำกัด,Awarded & Waiting PO ,01-12-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,Merchndiser CVS Lolane,,Lolane,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,,," 621,728.33 "," 621,728.33 ",,,,,,,
1151,BU 2,7,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21060052,Merchndiser CVS Lolane (Jan 22),บริษัท เอส บิวตี้ จำกัด,Awarded & Waiting PO ,01-01-22,31-01-22,2022,Patcharaporn Ketudom,Q1,,Merchndiser CVS Lolane,,Lolane,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,,,," 621,728.33 ",,,,,,,
1152,BU 1.2,,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060057,Merchandising share service additional The mall 7 stores,MC (Thailand) Limited.,Approved,01-07-21,31-12-21,2021,Patcharaporn Ketudom,Q3,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1153,BU 1.2,,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060057.1,Merchandising share service additional The mall 7 stores (July 2021),MC (Thailand) Limited.,Approved,01-07-21,31-07-21,2021,Patcharaporn Ketudom,Q3,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,," 8,180.54 ",,,,,," 9,991.67 ",,,,,,,
1154,BU 1.2,,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060057.2,Merchandising share service additional The mall 7 stores (August 2021),MC (Thailand) Limited.,Approved,01-08-21,31-08-21,2021,Patcharaporn Ketudom,Q3,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,," 7,357.05 ",,,,," 9,991.67 ",,,,,,,
1155,BU 1.2,,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060057.3,Merchandising share service additional The mall 7 stores (September 2021),MC (Thailand) Limited.,Approved,01-09-21,30-09-21,2021,Patcharaporn Ketudom,Q3,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,," 9,991.67 ",,,," 9,991.67 ",,,,,,,
1156,BU 1.2,,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21060057.4,Merchandising share service additional The mall 7 stores (October 2021),MC (Thailand) Limited.,Approved,01-10-21,31-10-21,2021,Patcharaporn Ketudom,Q4,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,," 9,991.67 ",,," 9,991.67 ",,,,,,,
1157,BU 1.2,,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21060057.5,Merchandising share service additional The mall 7 stores (November 2021),MC (Thailand) Limited.,Approved,01-11-21,30-11-21,2021,Patcharaporn Ketudom,Q4,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,," 9,991.67 ",," 9,991.67 ",,,,,,,
1158,BU 1.2,,5,IC. APPROVED & AWAITING  PROCESS PROJECTS,Merchadiser& Ro,QT21060057.6,Merchandising share service additional The mall 7 stores (December 2021),MC (Thailand) Limited.,Approved,01-12-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,,,Gatsby,,ของใช้ส่วนตัวและเวชภัณฑ์,,จัดแต่งทรงผม,,,,,,,,,,,,,,," 9,991.67 "," 9,991.67 ",,,,,,,
1159,BU 2,2,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070020.1,Spa Clean merchandising share services (Aug),บริษัท เค เค  กรุ๊ป จำกัด,Approved,01-08-21,31-08-21,2021,Tusaneeya Menprasert,Q3,,,New,Spa Clean,,ของใช้ในครัวเรือนและสำนักงาน,TUSANEEYA,น้ำยาทำความสะอาดพื้นผิว,09-07-21,Ketudom,,,,,,,," 4,667.18 "," 35,145.82 ",,,,," 19,843.00 ",,,,,,,
1160,BU 2,2,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070020.2,Spa Clean merchandising share services (Sep),MC (Thailand) Limited.,Approved,01-09-21,30-09-21,2021,Tusaneeya Menprasert,Q3,,,New,Spa Clean,,ของใช้ในครัวเรือนและสำนักงาน,TUSANEEYA,น้ำยาทำความสะอาดพื้นผิว,09-07-21,Ketudom,,,,,,,,,," 19,843.00 ",,,," 19,843.00 ",,,,,,,
1161,BU 2,2,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070020.3,Spa Clean merchandising share services (Oct),บริษัท เค เค  กรุ๊ป จำกัด,Approved,01-10-21,31-10-21,2021,Tusaneeya Menprasert,Q4,,,New,Spa Clean,,ของใช้ในครัวเรือนและสำนักงาน,TUSANEEYA,น้ำยาทำความสะอาดพื้นผิว,09-07-21,Ketudom,,,,,,,,,,," 19,843.00 ",,," 19,843.00 ",,,,,,,
1162,BU 1.2,3,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21070027,Downy Competitor Sampling Tester, Trading (Thailand) Ltd.,Approved,16-07-21,16-07-21,2021,Patcharaporn Ketudom,Q3,53802021,Downy Competitor Sampling Tester,Existing,Downy,,ของใช้ในครัวเรือนและสำนักงาน,NATTANICH,น้ำยาปรับผ้านุ่ม,12-07-21,NATTANICH,,,,,,,," 8,291.78 ",,,,,," 8,291.78 ",,,,,,,
1163,BU 1.2,4,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070029,Mitr Phol Merchandising Share Services,MC (Thailand) Limited.,Approved,01-08-21,31-10-21,2021,Patcharaporn Ketudom,Q3,,,New,Mitr Phol,,อาหารและเครื่องดื่ม,Ketudom,อาหาร,13-07-21,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1164,BU 1.2,4,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070029.1,Mitr Phol Merchandising Share Services (Aug 21),บริษัท น้ำตาล จำกัด,Approved,01-08-21,31-08-21,2021,Patcharaporn Ketudom,Q3,,,New,Mitr Phol,,อาหารและเครื่องดื่ม,Ketudom,อาหาร,13-07-21,,,,,,,,," 3,271.31 "," 93,979.69 ",,,,," 99,818.14 ",,,,,,,
1165,BU 1.2,4,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchadiser& Ro,QT21070029.2,Mitr Phol Merchandising Share Services (Sep 21),MC (Thailand) Limited.,Approved,01-09-21,30-09-21,2021,Patcharaporn Ketudom,Q3,,,New,Mitr Phol,,อาหารและเครื่องดื่ม,Ketudom,อาหาร,13-07-21,,,,,,,,,,," 115,174.78 ",,,," 115,174.78 ",,,,,,,
1166,BU 1.2,4,,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchadiser& Ro,QT21070029.3,Mitr Phol Merchandising Share Services (Oct 21),บริษัท น้ำตาล จำกัด,Approved,01-10-21,31-12-21,2021,Patcharaporn Ketudom,Q4,,,New,Mitr Phol,,อาหารและเครื่องดื่ม,Ketudom,อาหาร,13-07-21,,,,,,,,,,,," 115,174.78 ",,," 115,174.78 ",,,,,,,
1167,BU 2,1,,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070035,PC Sino in August 2021,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Approved,28-07-21,24-08-21,2021,Patcharaporn Ketudom,Q3,,,Existing,Sino,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,," 56,349.44 "," 272,055.56 ",,,,," 394,570.00 ",,,,,,,
